season,matchweek,home,visitor,result
2002_2003,22,Alavés,Villarreal,1-0
2002_2003,22,Atlético,Mallorca,2-1
2002_2003,22,Betis,R. Sociedad,3-2
2002_2003,23,R. Madrid,Valladolid,3-1
2002_2003,23,Deportivo,Alavés,6-0
2002_2003,23,Barcelona,Betis,4-0
2002_2003,23,R. Sociedad,Osasuna,2-0
2002_2003,23,Villarreal,Racing,0-3
2002_2003,23,Mallorca,Athletic,1-1
2002_2003,23,Recreativo,Atlético,3-0
2002_2003,23,Sevilla,Espanyol,1-0
2002_2003,23,Málaga,Celta,1-1
2002_2003,23,Rayo,Valencia,0-4
2002_2003,24,Espanyol,Mallorca,2-0
2002_2003,24,Athletic,Recreativo,2-3
2002_2003,24,Alavés,R. Madrid,1-5
2002_2003,24,Valladolid,R. Sociedad,3-0
2002_2003,24,Osasuna,Barcelona,2-2
2002_2003,24,Racing,Deportivo,1-2
2002_2003,24,Celta,Valencia,1-1
2002_2003,24,Villarreal,Rayo,2-1
2002_2003,24,Atlético,Málaga,2-1
2002_2003,24,Betis,Sevilla,0-1
2002_2003,25,R. Madrid,Racing,4-1
2002_2003,25,Deportivo,Villarreal,2-1
2002_2003,25,Barcelona,Valladolid,1-1
2002_2003,25,Valencia,Atlético,0-1
2002_2003,25,Málaga,Athletic,3-0
2002_2003,25,Recreativo,Espanyol,0-0
2002_2003,25,Mallorca,Betis,2-1
2002_2003,25,Sevilla,Osasuna,2-0
2002_2003,25,Rayo,Celta,1-0
2002_2003,25,R. Sociedad,Alavés,3-1
2002_2003,26,Villarreal,R. Madrid,0-1
2002_2003,26,Deportivo,Rayo,2-0
2002_2003,26,Racing,R. Sociedad,1-2
2002_2003,26,Valladolid,Sevilla,0-0
2002_2003,26,Betis,Recreativo,1-1
2002_2003,26,Espanyol,Málaga,2-1
2002_2003,26,Atlético,Celta,0-1
2002_2003,26,Osasuna,Mallorca,0-0
2002_2003,26,Alavés,Barcelona,0-0
2002_2003,26,Athletic,Valencia,1-0
2002_2003,27,Rayo,Atlético,0-0
2002_2003,27,Celta,Athletic,2-1
2002_2003,27,Recreativo,Osasuna,1-1
2002_2003,27,Valencia,Espanyol,1-1
2002_2003,27,R. Sociedad,Villarreal,2-2
2002_2003,27,Mallorca,Valladolid,2-1
2002_2003,27,Sevilla,Alavés,3-2
2002_2003,27,Málaga,Betis,0-0
2002_2003,27,Barcelona,Racing,6-1
2002_2003,27,R. Madrid,Deportivo,2-0
2002_2003,28,R. Madrid,Rayo,3-1
2002_2003,28,Villarreal,Barcelona,2-0
2002_2003,28,Betis,Valencia,2-0
2002_2003,28,Espanyol,Celta,0-0
2002_2003,28,Racing,Sevilla,1-0
2002_2003,28,Alavés,Mallorca,0-0
2002_2003,28,Osasuna,Málaga,0-1
2002_2003,28,Athletic,Atlético,1-0
2002_2003,28,Valladolid,Recreativo,0-1
2002_2003,28,Deportivo,R. Sociedad,2-1
2002_2003,29,Sevilla,Villarreal,3-1
2002_2003,29,Barcelona,Deportivo,2-4
2002_2003,29,Recreativo,Alavés,1-0
2002_2003,29,Mallorca,Racing,3-3
2002_2003,29,Atlético,Espanyol,3-3
2002_2003,29,Celta,Betis,1-0
2002_2003,29,Rayo,Athletic,1-1
2002_2003,29,Málaga,Valladolid,1-0
2002_2003,29,R. Sociedad,R. Madrid,4-2
2002_2003,29,Valencia,Osasuna,1-0
2002_2003,30,Valladolid,Valencia,1-0
2002_2003,30,Villarreal,Mallorca,1-1
2002_2003,30,R. Madrid,Barcelona,1-1
2002_2003,30,Alavés,Málaga,0-1
2002_2003,30,Osasuna,Celta,0-2
2002_2003,30,Racing,Recreativo,1-0
2002_2003,30,Deportivo,Sevilla,3-1
2002_2003,30,Espanyol,Athletic,3-3
2002_2003,30,Betis,Atlético,2-2
2002_2003,30,R. Sociedad,Rayo,5-0
2002_2003,31,Athletic,Betis,3-1
2002_2003,31,Atlético,Osasuna,0-1
2002_2003,31,Valencia,Alavés,3-0
2002_2003,31,Celta,Valladolid,0-0
2002_2003,31,Málaga,Racing,2-2
2002_2003,31,Recreativo,Villarreal,5-0
2002_2003,31,Mallorca,Deportivo,3-0
2002_2003,31,Rayo,Espanyol,0-3
2002_2003,31,Sevilla,R. Madrid,1-3
2002_2003,31,Barcelona,R. Sociedad,2-1
2002_2003,32,R. Madrid,Mallorca,1-5
2002_2003,32,R. Sociedad,Sevilla,1-0
2002_2003,32,Villarreal,Málaga,0-0
2002_2003,32,Alavés,Celta,0-0
2002_2003,32,Betis,Espanyol,1-1
2002_2003,32,Valladolid,Atlético,3-1
2002_2003,32,Racing,Valencia,2-1
2002_2003,32,Osasuna,Athletic,1-5
2002_2003,32,Barcelona,Rayo,3-0
2002_2003,32,Deportivo,Recreativo,5-0
2002_2003,33,Atlético,Alavés,0-1
2002_2003,33,Recreativo,R. Madrid,0-0
2002_2003,33,Athletic,Valladolid,0-0
2002_2003,33,Espanyol,Osasuna,0-0
2002_2003,33,Málaga,Deportivo,0-2
2002_2003,33,Celta,Racing,2-2
2002_2003,33,Mallorca,R. Sociedad,1-3
2002_2003,33,Rayo,Betis,1-1
2002_2003,33,Valencia,Villarreal,1-2
2002_2003,33,Sevilla,Barcelona,0-0
2002_2003,34,Racing,Atlético,0-2
2002_2003,34,Deportivo,Valencia,1-2
2002_2003,34,Sevilla,Rayo,3-3
2002_2003,34,Alavés,Athletic,2-4
2002_2003,34,Valladolid,Espanyol,1-1
2002_2003,34,Villarreal,Celta,5-0
2002_2003,34,R. Sociedad,Recreativo,1-0
2002_2003,34,R. Madrid,Málaga,5-1
2002_2003,34,Osasuna,Betis,2-1
2002_2003,34,Barcelona,Mallorca,1-2
2002_2003,35,Atlético,Villarreal,3-2
2002_2003,35,Athletic,Racing,2-1
2002_2003,35,Celta,Deportivo,3-0
2002_2003,35,Rayo,Osasuna,0-0
2002_2003,35,Valencia,R. Madrid,1-2
2002_2003,35,Espanyol,Alavés,3-1
2002_2003,35,Mallorca,Sevilla,1-3
2002_2003,35,Recreativo,Barcelona,1-3
2002_2003,35,Betis,Valladolid,2-2
2002_2003,35,Málaga,R. Sociedad,0-2
2002_2003,36,Deportivo,Atlético,3-2
2002_2003,36,Alavés,Betis,0-1
2002_2003,36,Villarreal,Athletic,1-1
2002_2003,36,Mallorca,Rayo,1-1
2002_2003,36,Valladolid,Osasuna,0-2
2002_2003,36,Barcelona,Málaga,2-1
2002_2003,36,Sevilla,Recreativo,1-0
2002_2003,36,R. Sociedad,Valencia,1-1
2002_2003,36,Racing,Espanyol,5-2
2002_2003,36,R. Madrid,Celta,1-1
2002_2003,37,Valladolid,Rayo,2-0
2002_2003,37,Osasuna,Alavés,4-2
2002_2003,37,Recreativo,Mallorca,1-1
2002_2003,37,Atlético,R. Madrid,0-4
2002_2003,37,Celta,R. Sociedad,3-2
2002_2003,37,Valencia,Barcelona,1-3
2002_2003,37,Málaga,Sevilla,3-2
2002_2003,37,Espanyol,Villarreal,2-2
2002_2003,37,Betis,Racing,4-2
2002_2003,37,Athletic,Deportivo,3-2
2002_2003,38,Rayo,Recreativo,0-0
2002_2003,38,Mallorca,Málaga,1-0
2002_2003,38,Sevilla,Valencia,0-3
2002_2003,38,Alavés,Valladolid,1-1
2002_2003,38,Racing,Osasuna,2-3
2002_2003,38,Deportivo,Espanyol,2-1
2002_2003,38,Villarreal,Betis,1-4
2002_2003,38,Barcelona,Celta,2-0
2002_2003,38,R. Sociedad,Atlético,3-0
2002_2003,38,R. Madrid,Athletic,3-1
2003_2004,1,R. Madrid,Betis,2-1
2003_2004,1,Espanyol,R. Sociedad,1-1
2003_2004,1,Málaga,Villarreal,0-0
2003_2004,1,Albacete,Osasuna,0-2
2003_2004,1,Athletic,Barcelona,0-1
2003_2004,1,Valencia,Valladolid,1-1
2003_2004,1,Racing,Mallorca,2-1
2003_2004,1,Celta,Murcia,1-1
2003_2004,1,Sevilla,Atlético,1-0
2003_2004,1,Zaragoza,Deportivo,0-1
2003_2004,2,Villarreal,R. Madrid,1-1
2003_2004,2,Osasuna,Valencia,0-1
2003_2004,2,R. Sociedad,Celta,1-1
2003_2004,2,Barcelona,Sevilla,1-1
2003_2004,2,Murcia,Racing,1-1
2003_2004,2,Valladolid,Málaga,1-0
2003_2004,2,Betis,Espanyol,2-2
2003_2004,2,Mallorca,Zaragoza,2-0
2003_2004,2,Deportivo,Athletic,2-0
2003_2004,2,Atlético,Albacete,1-0
2003_2004,3,R. Madrid,Valladolid,7-2
2003_2004,3,Sevilla,Deportivo,1-2
2003_2004,3,Racing,R. Sociedad,0-1
2003_2004,3,Celta,Betis,0-2
2003_2004,3,Osasuna,Atlético,1-0
2003_2004,3,Valencia,Málaga,1-0
2003_2004,3,Espanyol,Villarreal,1-2
2003_2004,3,Zaragoza,Murcia,3-0
2003_2004,3,Athletic,Mallorca,4-0
2003_2004,3,Albacete,Barcelona,1-2
2003_2004,4,Barcelona,Osasuna,1-1
2003_2004,4,Atlético,Valencia,0-3
2003_2004,4,Mallorca,Sevilla,1-1
2003_2004,4,Villarreal,Celta,1-1
2003_2004,4,Deportivo,Albacete,3-0
2003_2004,4,Valladolid,Espanyol,3-1
2003_2004,4,Betis,Racing,0-0
2003_2004,4,R. Sociedad,Zaragoza,3-0
2003_2004,4,Murcia,Athletic,2-2
2003_2004,4,Málaga,R. Madrid,1-3
2003_2004,5,Celta,Valladolid,3-2
2003_2004,5,Athletic,R. Sociedad,1-0
2003_2004,5,Osasuna,Deportivo,3-2
2003_2004,5,Valencia,R. Madrid,2-0
2003_2004,5,Espanyol,Málaga,1-2
2003_2004,5,Racing,Villarreal,0-2
2003_2004,5,Zaragoza,Betis,0-1
2003_2004,5,Albacete,Mallorca,2-0
2003_2004,5,Sevilla,Murcia,1-0
2003_2004,5,Atlético,Barcelona,0-0
2003_2004,6,Deportivo,Atlético,5-1
2003_2004,6,Villarreal,Zaragoza,1-1
2003_2004,6,Betis,Athletic,1-1
2003_2004,6,Mallorca,Osasuna,1-1
2003_2004,6,Murcia,Albacete,1-0
2003_2004,6,R. Sociedad,Sevilla,1-1
2003_2004,6,Málaga,Celta,2-1
2003_2004,6,Valladolid,Racing,0-4
2003_2004,6,R. Madrid,Espanyol,2-1
2003_2004,6,Barcelona,Valencia,0-1
2003_2004,7,Celta,R. Madrid,0-2
2003_2004,7,Albacete,R. Sociedad,3-1
2003_2004,7,Barcelona,Deportivo,0-2
2003_2004,7,Racing,Málaga,4-2
2003_2004,7,Athletic,Villarreal,2-0
2003_2004,7,Zaragoza,Valladolid,1-0
2003_2004,7,Valencia,Espanyol,4-0
2003_2004,7,Osasuna,Murcia,2-1
2003_2004,7,Atlético,Mallorca,2-1
2003_2004,7,Sevilla,Betis,2-2
2003_2004,8,Málaga,Zaragoza,2-1
2003_2004,8,R. Madrid,Racing,3-1
2003_2004,8,Deportivo,Valencia,2-1
2003_2004,8,Espanyol,Celta,0-4
2003_2004,8,Villarreal,Sevilla,3-3
2003_2004,8,R. Sociedad,Osasuna,1-0
2003_2004,8,Betis,Albacete,3-2
2003_2004,8,Valladolid,Athletic,2-0
2003_2004,8,Mallorca,Barcelona,1-3
2003_2004,8,Murcia,Atlético,1-3
2003_2004,9,Zaragoza,R. Madrid,0-0
2003_2004,9,Osasuna,Betis,2-0
2003_2004,9,Barcelona,Murcia,3-0
2003_2004,9,Valencia,Celta,2-2
2003_2004,9,Racing,Espanyol,0-1
2003_2004,9,Albacete,Villarreal,2-0
2003_2004,9,Deportivo,Mallorca,0-2
2003_2004,9,Athletic,Málaga,2-1
2003_2004,9,Sevilla,Valladolid,1-1
2003_2004,9,Atlético,R. Sociedad,4-0
2003_2004,10,Celta,Racing,0-1
2003_2004,10,Murcia,Deportivo,0-0
2003_2004,10,R. Madrid,Athletic,3-0
2003_2004,10,Espanyol,Zaragoza,0-2
2003_2004,10,Villarreal,Osasuna,1-0
2003_2004,10,Betis,Atlético,1-2
2003_2004,10,Málaga,Sevilla,2-0
2003_2004,10,Valladolid,Albacete,2-0
2003_2004,10,R. Sociedad,Barcelona,3-3
2003_2004,10,Mallorca,Valencia,0-5
2003_2004,11,Athletic,Espanyol,1-0
2003_2004,11,Zaragoza,Celta,1-1
2003_2004,11,Deportivo,R. Sociedad,2-1
2003_2004,11,Mallorca,Murcia,4-1
2003_2004,11,Osasuna,Valladolid,1-1
2003_2004,11,Albacete,Málaga,0-1
2003_2004,11,Valencia,Racing,1-2
2003_2004,11,Atlético,Villarreal,1-0
2003_2004,11,Barcelona,Betis,2-1
2003_2004,11,Sevilla,R. Madrid,4-1
2003_2004,12,R. Sociedad,Mallorca,0-1
2003_2004,12,Betis,Deportivo,0-0
2003_2004,12,Villarreal,Barcelona,2-1
2003_2004,12,Racing,Zaragoza,1-2
2003_2004,12,Espanyol,Sevilla,1-0
2003_2004,12,Málaga,Osasuna,0-0
2003_2004,12,Valladolid,Atlético,3-1
2003_2004,12,Celta,Athletic,0-2
2003_2004,12,R. Madrid,Albacete,2-1
2003_2004,12,Murcia,Valencia,2-2
2003_2004,13,Murcia,R. Sociedad,2-2
2003_2004,13,Osasuna,R. Madrid,1-1
2003_2004,13,Atlético,Málaga,2-0
2003_2004,13,Valencia,Zaragoza,3-2
2003_2004,13,Sevilla,Celta,0-1
2003_2004,13,Mallorca,Betis,2-1
2003_2004,13,Albacete,Espanyol,2-1
2003_2004,13,Athletic,Racing,1-2
2003_2004,13,Barcelona,Valladolid,0-0
2003_2004,13,Deportivo,Villarreal,0-1
2003_2004,14,R. Sociedad,Valencia,0-0
2003_2004,14,Málaga,Barcelona,5-1
2003_2004,14,Espanyol,Osasuna,0-1
2003_2004,14,Villarreal,Mallorca,0-2
2003_2004,14,Valladolid,Deportivo,1-1
2003_2004,14,Celta,Albacete,2-2
2003_2004,14,Betis,Murcia,1-1
2003_2004,14,R. Madrid,Atlético,2-0
2003_2004,14,Zaragoza,Athletic,2-2
2003_2004,14,Racing,Sevilla,0-4
2003_2004,15,Deportivo,Málaga,1-0
2003_2004,15,R. Sociedad,Betis,0-4
2003_2004,15,Osasuna,Celta,3-2
2003_2004,15,Barcelona,R. Madrid,1-2
2003_2004,15,Mallorca,Valladolid,1-0
2003_2004,15,Murcia,Villarreal,1-1
2003_2004,15,Sevilla,Zaragoza,3-2
2003_2004,15,Albacete,Racing,4-0
2003_2004,15,Atlético,Espanyol,2-0
2003_2004,15,Valencia,Athletic,2-1
2003_2004,16,Espanyol,Barcelona,1-3
2003_2004,16,Celta,Atlético,2-2
2003_2004,16,Villarreal,R. Sociedad,2-0
2003_2004,16,Valladolid,Murcia,0-0
2003_2004,16,Betis,Valencia,0-1
2003_2004,16,Racing,Osasuna,0-0
2003_2004,16,Zaragoza,Albacete,0-1
2003_2004,16,Málaga,Mallorca,3-1
2003_2004,16,R. Madrid,Deportivo,2-1
2003_2004,16,Athletic,Sevilla,2-1
2003_2004,17,R. Sociedad,Valladolid,1-3
2003_2004,17,Atlético,Racing,2-2
2003_2004,17,Valencia,Sevilla,1-0
2003_2004,17,Osasuna,Zaragoza,0-1
2003_2004,17,Albacete,Athletic,1-1
2003_2004,17,Deportivo,Espanyol,2-1
2003_2004,17,Betis,Villarreal,1-3
2003_2004,17,Murcia,Málaga,1-2
2003_2004,17,Mallorca,R. Madrid,1-3
2003_2004,17,Barcelona,Celta,1-1
2003_2004,18,R. Madrid,Murcia,1-0
2003_2004,18,Celta,Deportivo,0-5
2003_2004,18,Zaragoza,Atlético,0-0
2003_2004,18,Espanyol,Mallorca,2-0
2003_2004,18,Sevilla,Albacete,2-0
2003_2004,18,Athletic,Osasuna,1-1
2003_2004,18,Valladolid,Betis,0-0
2003_2004,18,Málaga,R. Sociedad,1-2
2003_2004,18,Racing,Barcelona,3-0
2003_2004,18,Valencia,Villarreal,4-2
2003_2004,19,Mallorca,Celta,2-4
2003_2004,19,Albacete,Valencia,0-1
2003_2004,19,R. Sociedad,R. Madrid,1-0
2003_2004,19,Murcia,Espanyol,0-1
2003_2004,19,Osasuna,Sevilla,1-1
2003_2004,19,Deportivo,Racing,1-1
2003_2004,19,Betis,Málaga,3-0
2003_2004,19,Barcelona,Zaragoza,3-0
2003_2004,19,Villarreal,Valladolid,3-1
2003_2004,19,Atlético,Athletic,3-0
2003_2004,20,Valladolid,Valencia,0-0
2003_2004,20,Murcia,Celta,2-2
2003_2004,20,Barcelona,Athletic,1-1
2003_2004,20,Villarreal,Málaga,2-0
2003_2004,20,R. Sociedad,Espanyol,3-1
2003_2004,20,Osasuna,Albacete,1-1
2003_2004,20,Mallorca,Racing,1-1
2003_2004,20,Deportivo,Zaragoza,4-1
2003_2004,20,Atlético,Sevilla,2-1
2003_2004,20,Betis,R. Madrid,1-1
2003_2004,21,R. Madrid,Villarreal,2-1
2003_2004,21,Albacete,Atlético,1-1
2003_2004,21,Espanyol,Betis,1-2
2003_2004,21,Celta,R. Sociedad,2-5
2003_2004,21,Valencia,Osasuna,0-1
2003_2004,21,Racing,Murcia,3-2
2003_2004,21,Málaga,Valladolid,2-3
2003_2004,21,Zaragoza,Mallorca,1-3
2003_2004,21,Sevilla,Barcelona,0-1
2003_2004,21,Athletic,Deportivo,1-0
2003_2004,22,R. Sociedad,Racing,1-0
2003_2004,22,Murcia,Zaragoza,1-0
2003_2004,22,Valladolid,R. Madrid,2-3
2003_2004,22,Villarreal,Espanyol,0-1
2003_2004,22,Mallorca,Athletic,1-3
2003_2004,22,Barcelona,Albacete,5-0
2003_2004,22,Deportivo,Sevilla,1-0
2003_2004,22,Atlético,Osasuna,1-1
2003_2004,22,Málaga,Valencia,1-6
2003_2004,22,Betis,Celta,1-0
2003_2004,23,Valencia,Atlético,3-0
2003_2004,23,R. Madrid,Málaga,2-1
2003_2004,23,Racing,Betis,1-2
2003_2004,23,Albacete,Deportivo,0-2
2003_2004,23,Athletic,Murcia,2-1
2003_2004,23,Espanyol,Valladolid,2-0
2003_2004,23,Sevilla,Mallorca,3-0
2003_2004,23,Celta,Villarreal,2-1
2003_2004,23,Osasuna,Barcelona,1-2
2003_2004,23,Zaragoza,R. Sociedad,2-1
2003_2004,24,Murcia,Sevilla,1-3
2003_2004,24,R. Sociedad,Athletic,1-1
2003_2004,24,Deportivo,Osasuna,2-0
2003_2004,24,Villarreal,Racing,6-3
2003_2004,24,Valladolid,Celta,0-2
2003_2004,24,Mallorca,Albacete,0-0
2003_2004,24,Málaga,Espanyol,5-2
2003_2004,24,Betis,Zaragoza,2-1
2003_2004,24,Barcelona,Atlético,3-1
2003_2004,24,R. Madrid,Valencia,1-1
2003_2004,25,Atlético,Deportivo,0-0
2003_2004,25,Espanyol,R. Madrid,2-4
2003_2004,25,Valencia,Barcelona,0-1
2003_2004,25,Sevilla,R. Sociedad,1-0
2003_2004,25,Celta,Málaga,0-2
2003_2004,25,Racing,Valladolid,1-0
2003_2004,25,Osasuna,Mallorca,1-1
2003_2004,25,Zaragoza,Villarreal,4-1
2003_2004,25,Albacete,Murcia,1-0
2003_2004,25,Athletic,Betis,1-1
2003_2004,26,Valladolid,Zaragoza,1-2
2003_2004,26,Betis,Sevilla,1-1
2003_2004,26,R. Sociedad,Albacete,0-1
2003_2004,26,Villarreal,Athletic,0-1
2003_2004,26,Mallorca,Atlético,0-1
2003_2004,26,Murcia,Osasuna,0-1
2003_2004,26,Málaga,Racing,1-0
2003_2004,26,Espanyol,Valencia,2-1
2003_2004,26,R. Madrid,Celta,4-2
2003_2004,26,Deportivo,Barcelona,2-3
2003_2004,27,Osasuna,R. Sociedad,1-1
2003_2004,27,Racing,R. Madrid,1-1
2003_2004,27,Celta,Espanyol,1-5
2003_2004,27,Valencia,Deportivo,3-0
2003_2004,27,Zaragoza,Málaga,1-0
2003_2004,27,Athletic,Valladolid,1-4
2003_2004,27,Barcelona,Mallorca,3-2
2003_2004,27,Albacete,Betis,1-0
2003_2004,27,Sevilla,Villarreal,2-0
2003_2004,27,Atlético,Murcia,1-1
2003_2004,28,R. Madrid,Zaragoza,1-1
2003_2004,28,R. Sociedad,Atlético,2-1
2003_2004,28,Betis,Osasuna,1-1
2003_2004,28,Espanyol,Racing,0-1
2003_2004,28,Valladolid,Sevilla,2-0
2003_2004,28,Málaga,Athletic,2-1
2003_2004,28,Villarreal,Albacete,2-1
2003_2004,28,Mallorca,Deportivo,4-2
2003_2004,28,Murcia,Barcelona,0-2
2003_2004,28,Celta,Valencia,0-2
2003_2004,29,Athletic,R. Madrid,4-2
2003_2004,29,Deportivo,Murcia,1-0
2003_2004,29,Atlético,Betis,2-1
2003_2004,29,Albacete,Valladolid,2-0
2003_2004,29,Zaragoza,Espanyol,1-1
2003_2004,29,Racing,Celta,4-4
2003_2004,29,Sevilla,Málaga,0-1
2003_2004,29,Osasuna,Villarreal,2-1
2003_2004,29,Valencia,Mallorca,5-1
2003_2004,29,Barcelona,R. Sociedad,1-0
2003_2004,30,Betis,Barcelona,1-1
2003_2004,30,R. Sociedad,Deportivo,1-2
2003_2004,30,Espanyol,Athletic,2-1
2003_2004,30,Villarreal,Atlético,0-0
2003_2004,30,Málaga,Albacete,1-1
2003_2004,30,Valladolid,Osasuna,1-1
2003_2004,30,Racing,Valencia,0-3
2003_2004,30,Celta,Zaragoza,0-2
2003_2004,30,Murcia,Mallorca,2-0
2003_2004,30,R. Madrid,Sevilla,5-1
2003_2004,31,Sevilla,Espanyol,1-0
2003_2004,31,Albacete,R. Madrid,1-2
2003_2004,31,Barcelona,Villarreal,0-0
2003_2004,31,Deportivo,Betis,2-2
2003_2004,31,Zaragoza,Racing,2-2
2003_2004,31,Osasuna,Málaga,1-1
2003_2004,31,Mallorca,R. Sociedad,1-1
2003_2004,31,Athletic,Celta,0-0
2003_2004,31,Atlético,Valladolid,2-1
2003_2004,31,Valencia,Murcia,2-0
2003_2004,32,Valladolid,Barcelona,1-3
2003_2004,32,Málaga,Atlético,3-1
2003_2004,32,Celta,Sevilla,0-0
2003_2004,32,R. Sociedad,Murcia,2-0
2003_2004,32,Racing,Athletic,1-2
2003_2004,32,Espanyol,Albacete,1-1
2003_2004,32,Villarreal,Deportivo,0-2
2003_2004,32,Betis,Mallorca,0-2
2003_2004,32,Zaragoza,Valencia,0-1
2003_2004,32,R. Madrid,Osasuna,0-3
2003_2004,33,Deportivo,Valladolid,1-1
2003_2004,33,Athletic,Zaragoza,4-0
2003_2004,33,Atlético,R. Madrid,1-2
2003_2004,33,Sevilla,Racing,5-2
2003_2004,33,Albacete,Celta,0-2
2003_2004,33,Murcia,Betis,0-1
2003_2004,33,Mallorca,Villarreal,1-2
2003_2004,33,Osasuna,Espanyol,1-3
2003_2004,33,Valencia,R. Sociedad,2-2
2003_2004,33,Barcelona,Málaga,3-0
2003_2004,34,Espanyol,Atlético,3-1
2003_2004,34,Málaga,Deportivo,1-1
2003_2004,34,Racing,Albacete,0-2
2003_2004,34,Betis,R. Sociedad,2-1
2003_2004,34,Celta,Osasuna,1-0
2003_2004,34,Villarreal,Murcia,1-0
2003_2004,34,Zaragoza,Sevilla,4-4
2003_2004,34,Valladolid,Mallorca,1-3
2003_2004,34,R. Madrid,Barcelona,1-2
2003_2004,34,Athletic,Valencia,1-1
2003_2004,35,Atlético,Celta,3-2
2003_2004,35,Deportivo,R. Madrid,2-0
2003_2004,35,Sevilla,Athletic,2-0
2003_2004,35,Osasuna,Racing,1-2
2003_2004,35,R. Sociedad,Villarreal,2-2
2003_2004,35,Mallorca,Málaga,2-1
2003_2004,35,Murcia,Valladolid,2-1
2003_2004,35,Albacete,Zaragoza,3-1
2003_2004,35,Valencia,Betis,2-0
2003_2004,35,Barcelona,Espanyol,4-1
2003_2004,36,Celta,Barcelona,1-0
2003_2004,36,R. Madrid,Mallorca,2-3
2003_2004,36,Málaga,Murcia,1-0
2003_2004,36,Valladolid,R. Sociedad,2-2
2003_2004,36,Villarreal,Betis,1-0
2003_2004,36,Athletic,Albacete,1-1
2003_2004,36,Espanyol,Deportivo,2-0
2003_2004,36,Zaragoza,Osasuna,1-0
2003_2004,36,Sevilla,Valencia,0-2
2003_2004,36,Racing,Atlético,2-2
2003_2004,37,Villarreal,Valencia,2-1
2003_2004,37,Deportivo,Celta,3-0
2003_2004,37,Betis,Valladolid,1-0
2003_2004,37,Albacete,Sevilla,1-4
2003_2004,37,Mallorca,Espanyol,4-2
2003_2004,37,Osasuna,Athletic,1-2
2003_2004,37,R. Sociedad,Málaga,1-1
2003_2004,37,Atlético,Zaragoza,1-2
2003_2004,37,Barcelona,Racing,1-0
2003_2004,37,Murcia,R. Madrid,2-1
2003_2004,38,Racing,Deportivo,0-1
2003_2004,38,Málaga,Betis,2-3
2003_2004,38,Zaragoza,Barcelona,2-1
2003_2004,38,Valladolid,Villarreal,3-0
2003_2004,38,Espanyol,Murcia,2-0
2003_2004,38,R. Madrid,R. Sociedad,1-4
2003_2004,38,Celta,Mallorca,1-2
2003_2004,38,Sevilla,Osasuna,1-0
2003_2004,38,Athletic,Atlético,3-4
2003_2004,38,Valencia,Albacete,0-1
2004_2005,1,Atlético,Málaga,2-0
2004_2005,1,Numancia,Betis,1-1
2004_2005,1,Espanyol,Deportivo,1-1
2004_2005,1,R. Sociedad,Levante,1-1
2004_2005,1,Sevilla,Albacete,1-0
2004_2005,1,Osasuna,Athletic,1-1
2004_2005,1,Mallorca,R. Madrid,0-1
2004_2005,1,Zaragoza,Getafe,3-1
2004_2005,1,Racing,Barcelona,0-2
2004_2005,1,Valencia,Villarreal,2-1
2004_2005,2,Athletic,Valencia,2-2
2004_2005,2,R. Madrid,Numancia,1-0
2004_2005,2,Barcelona,Sevilla,2-0
2004_2005,2,Deportivo,Osasuna,1-3
2004_2005,2,Betis,Espanyol,1-4
2004_2005,2,Levante,Racing,3-1
2004_2005,2,Getafe,Mallorca,1-2
2004_2005,2,Málaga,Zaragoza,0-0
2004_2005,2,Villarreal,R. Sociedad,0-0
2004_2005,2,Albacete,Atlético,0-2
2004_2005,3,Osasuna,Betis,3-2
2004_2005,3,Espanyol,R. Madrid,1-0
2004_2005,3,Valencia,R. Sociedad,3-1
2004_2005,3,Racing,Villarreal,1-1
2004_2005,3,Sevilla,Levante,3-0
2004_2005,3,Zaragoza,Albacete,4-3
2004_2005,3,Mallorca,Málaga,1-2
2004_2005,3,Numancia,Getafe,1-0
2004_2005,3,Atlético,Barcelona,1-1
2004_2005,3,Athletic,Deportivo,1-2
2004_2005,4,R. Madrid,Osasuna,1-0
2004_2005,4,R. Sociedad,Racing,0-1
2004_2005,4,Getafe,Espanyol,1-0
2004_2005,4,Albacete,Mallorca,0-0
2004_2005,4,Betis,Athletic,2-1
2004_2005,4,Levante,Atlético,1-0
2004_2005,4,Villarreal,Sevilla,0-0
2004_2005,4,Málaga,Numancia,4-1
2004_2005,4,Deportivo,Valencia,1-5
2004_2005,4,Barcelona,Zaragoza,4-1
2004_2005,5,Atlético,Villarreal,1-0
2004_2005,5,Athletic,R. Madrid,2-1
2004_2005,5,Deportivo,Betis,1-1
2004_2005,5,Zaragoza,Levante,4-3
2004_2005,5,Espanyol,Málaga,1-0
2004_2005,5,Valencia,Racing,2-0
2004_2005,5,Osasuna,Getafe,2-1
2004_2005,5,Numancia,Albacete,0-0
2004_2005,5,Mallorca,Barcelona,1-3
2004_2005,5,Sevilla,R. Sociedad,2-1
2004_2005,6,Betis,Valencia,1-1
2004_2005,6,R. Sociedad,Atlético,1-0
2004_2005,6,Racing,Sevilla,0-0
2004_2005,6,Villarreal,Zaragoza,2-0
2004_2005,6,Levante,Mallorca,2-0
2004_2005,6,Getafe,Athletic,3-1
2004_2005,6,Málaga,Osasuna,2-0
2004_2005,6,Albacete,Espanyol,1-0
2004_2005,6,Barcelona,Numancia,1-0
2004_2005,6,R. Madrid,Deportivo,0-1
