season,matchweek,home,visitor,result
2016_2017,23,Sevilla,Eibar,2-0
2016_2017,23,Sporting,Atlético,1-4
2016_2017,23,Granada,Betis,4-1
2016_2017,24,Athletic,Granada,3-1
2016_2017,24,Atlético,Barcelona,1-2
2016_2017,24,Betis,Sevilla,1-2
2016_2017,24,Espanyol,Osasuna,3-0
2016_2017,24,Villarreal,R. Madrid,2-3
2016_2017,24,Alavés,Valencia,2-1
2016_2017,24,Las Palmas,R. Sociedad,0-1
2016_2017,24,Eibar,Málaga,3-0
2016_2017,24,Leganés,Deportivo,4-0
2016_2017,24,Sporting,Celta,1-1
2016_2017,25,Barcelona,Sporting,6-1
2016_2017,25,Celta,Espanyol,2-2
2016_2017,25,Deportivo,Atlético,1-1
2016_2017,25,R. Madrid,Las Palmas,3-3
2016_2017,25,R. Sociedad,Eibar,2-2
2016_2017,25,Valencia,Leganés,1-0
2016_2017,25,Málaga,Betis,1-2
2016_2017,25,Sevilla,Athletic,1-0
2016_2017,25,Osasuna,Villarreal,1-4
2016_2017,25,Granada,Alavés,2-1
2016_2017,26,Athletic,Málaga,1-0
2016_2017,26,Atlético,Valencia,3-0
2016_2017,26,Barcelona,Celta,5-0
2016_2017,26,Betis,R. Sociedad,2-3
2016_2017,26,Villarreal,Espanyol,2-0
2016_2017,26,Alavés,Sevilla,1-1
2016_2017,26,Las Palmas,Osasuna,5-2
2016_2017,26,Eibar,R. Madrid,1-4
2016_2017,26,Leganés,Granada,1-0
2016_2017,26,Sporting,Deportivo,0-1
2016_2017,27,Celta,Villarreal,0-1
2016_2017,27,Deportivo,Barcelona,2-1
2016_2017,27,Espanyol,Las Palmas,4-3
2016_2017,27,R. Madrid,Betis,2-1
2016_2017,27,R. Sociedad,Athletic,0-2
2016_2017,27,Valencia,Sporting,1-1
2016_2017,27,Málaga,Alavés,1-2
2016_2017,27,Sevilla,Leganés,1-1
2016_2017,27,Osasuna,Eibar,1-1
2016_2017,27,Granada,Atlético,0-1
2016_2017,28,Athletic,R. Madrid,1-2
2016_2017,28,Atlético,Sevilla,3-1
2016_2017,28,Barcelona,Valencia,4-2
2016_2017,28,Betis,Osasuna,2-0
2016_2017,28,Deportivo,Celta,0-1
2016_2017,28,Alavés,R. Sociedad,1-0
2016_2017,28,Las Palmas,Villarreal,1-0
2016_2017,28,Eibar,Espanyol,1-1
2016_2017,28,Leganés,Málaga,0-0
2016_2017,28,Sporting,Granada,3-1
2016_2017,29,Celta,Las Palmas,3-1
2016_2017,29,Espanyol,Betis,2-1
2016_2017,29,R. Madrid,Alavés,3-0
2016_2017,29,R. Sociedad,Leganés,1-1
2016_2017,29,Valencia,Deportivo,3-0
2016_2017,29,Villarreal,Eibar,2-3
2016_2017,29,Málaga,Atlético,0-2
2016_2017,29,Sevilla,Sporting,0-0
2016_2017,29,Osasuna,Athletic,1-2
2016_2017,29,Granada,Barcelona,1-4
2016_2017,30,Athletic,Espanyol,2-0
2016_2017,30,Atlético,R. Sociedad,1-0
2016_2017,30,Barcelona,Sevilla,3-0
2016_2017,30,Betis,Villarreal,0-1
2016_2017,30,Deportivo,Granada,0-0
2016_2017,30,Valencia,Celta,3-2
2016_2017,30,Alavés,Osasuna,0-1
2016_2017,30,Eibar,Las Palmas,3-1
2016_2017,30,Leganés,R. Madrid,2-4
2016_2017,30,Sporting,Málaga,0-1
2016_2017,31,Celta,Eibar,0-2
2016_2017,31,Espanyol,Alavés,1-0
2016_2017,31,R. Madrid,Atlético,1-1
2016_2017,31,R. Sociedad,Sporting,3-1
2016_2017,31,Villarreal,Athletic,3-1
2016_2017,31,Málaga,Barcelona,2-0
2016_2017,31,Sevilla,Deportivo,4-2
2016_2017,31,Osasuna,Leganés,2-1
2016_2017,31,Las Palmas,Betis,4-1
2016_2017,31,Granada,Valencia,1-3
2016_2017,32,Athletic,Las Palmas,5-1
2016_2017,32,Atlético,Osasuna,3-0
2016_2017,32,Barcelona,R. Sociedad,3-2
2016_2017,32,Betis,Eibar,2-0
2016_2017,32,Deportivo,Málaga,2-0
2016_2017,32,Valencia,Sevilla,0-0
2016_2017,32,Alavés,Villarreal,2-1
2016_2017,32,Leganés,Espanyol,0-1
2016_2017,32,Sporting,R. Madrid,2-3
2016_2017,32,Granada,Celta,0-3
2016_2017,33,Celta,Betis,0-1
2016_2017,33,Espanyol,Atlético,0-1
2016_2017,33,R. Madrid,Barcelona,2-3
2016_2017,33,R. Sociedad,Deportivo,1-0
2016_2017,33,Villarreal,Leganés,2-1
2016_2017,33,Málaga,Valencia,2-0
2016_2017,33,Sevilla,Granada,2-0
2016_2017,33,Osasuna,Sporting,2-2
2016_2017,33,Las Palmas,Alavés,1-1
2016_2017,33,Eibar,Athletic,0-1
2016_2017,34,Athletic,Betis,2-1
2016_2017,34,Atlético,Villarreal,0-1
2016_2017,34,Barcelona,Osasuna,7-1
2016_2017,34,Deportivo,R. Madrid,2-6
2016_2017,34,Valencia,R. Sociedad,2-3
2016_2017,34,Alavés,Eibar,0-0
2016_2017,34,Sevilla,Celta,2-1
2016_2017,34,Leganés,Las Palmas,3-0
2016_2017,34,Sporting,Espanyol,1-1
2016_2017,34,Granada,Málaga,0-2
2016_2017,35,Betis,Alavés,1-4
2016_2017,35,Celta,Athletic,0-3
2016_2017,35,Espanyol,Barcelona,0-3
2016_2017,35,R. Madrid,Valencia,2-1
2016_2017,35,R. Sociedad,Granada,2-1
2016_2017,35,Villarreal,Sporting,3-1
2016_2017,35,Málaga,Sevilla,4-2
2016_2017,35,Osasuna,Deportivo,2-2
2016_2017,35,Las Palmas,Atlético,0-5
2016_2017,35,Eibar,Leganés,2-0
2016_2017,36,Atlético,Eibar,1-0
2016_2017,36,Barcelona,Villarreal,4-1
2016_2017,36,Deportivo,Espanyol,1-2
2016_2017,36,Valencia,Osasuna,4-1
2016_2017,36,Alavés,Athletic,1-0
2016_2017,36,Málaga,Celta,3-0
2016_2017,36,Sevilla,R. Sociedad,1-1
2016_2017,36,Leganés,Betis,4-0
2016_2017,36,Sporting,Las Palmas,1-0
2016_2017,36,Granada,R. Madrid,0-4
2016_2017,37,Athletic,Leganés,1-1
2016_2017,37,Betis,Atlético,1-1
2016_2017,37,Espanyol,Valencia,0-1
2016_2017,37,R. Madrid,Sevilla,4-1
2016_2017,37,R. Sociedad,Málaga,2-2
2016_2017,37,Villarreal,Deportivo,0-0
2016_2017,37,Alavés,Celta,3-1
2016_2017,37,Osasuna,Granada,2-1
2016_2017,37,Las Palmas,Barcelona,1-4
2016_2017,37,Eibar,Sporting,0-1
2016_2017,38,Atlético,Athletic,3-1
2016_2017,38,Barcelona,Eibar,4-2
2016_2017,38,Celta,R. Sociedad,2-2
2016_2017,38,Deportivo,Las Palmas,3-0
2016_2017,38,Valencia,Villarreal,1-3
2016_2017,38,Málaga,R. Madrid,0-2
2016_2017,38,Sevilla,Osasuna,5-0
2016_2017,38,Leganés,Alavés,1-1
2016_2017,38,Sporting,Betis,2-2
2016_2017,38,Granada,Espanyol,1-2
2017_2018,2,Betis,Celta,2-1
2017_2018,2,Espanyol,Leganés,0-1
2017_2018,2,R. Madrid,Valencia,2-2
2017_2018,2,R. Sociedad,Villarreal,3-0
2017_2018,2,Alavés,Barcelona,0-2
2017_2018,2,Las Palmas,Atlético,1-5
2017_2018,2,Eibar,Athletic,0-1
2017_2018,2,Getafe,Sevilla,0-1
2017_2018,2,Levante,Deportivo,2-2
2017_2018,2,Girona,Málaga,1-0
2017_2018,3,Athletic,Girona,2-0
2017_2018,3,Barcelona,Espanyol,5-0
2017_2018,3,Celta,Alavés,1-0
2017_2018,3,Deportivo,R. Sociedad,2-4
2017_2018,3,R. Madrid,Levante,1-1
2017_2018,3,Valencia,Atlético,0-0
2017_2018,3,Villarreal,Betis,3-1
2017_2018,3,Málaga,Las Palmas,1-3
2017_2018,3,Sevilla,Eibar,3-0
2017_2018,3,Leganés,Getafe,1-2
2017_2018,4,Atlético,Málaga,1-0
2017_2018,4,Betis,Deportivo,2-1
2017_2018,4,Espanyol,Celta,2-1
2017_2018,4,R. Sociedad,R. Madrid,1-3
2017_2018,4,Alavés,Villarreal,0-3
2017_2018,4,Las Palmas,Athletic,1-0
2017_2018,4,Eibar,Leganés,1-0
2017_2018,4,Getafe,Barcelona,1-2
2017_2018,4,Levante,Valencia,1-1
2017_2018,4,Girona,Sevilla,0-1
2017_2018,5,Athletic,Atlético,1-2
2017_2018,5,Barcelona,Eibar,6-1
2017_2018,5,Celta,Getafe,1-1
2017_2018,5,Deportivo,Alavés,1-0
2017_2018,5,R. Madrid,Betis,0-1
2017_2018,5,Valencia,Málaga,5-0
2017_2018,5,Villarreal,Espanyol,0-0
2017_2018,5,Sevilla,Las Palmas,1-0
2017_2018,5,Leganés,Girona,0-0
2017_2018,5,Levante,R. Sociedad,3-0
2017_2018,6,Atlético,Sevilla,2-0
2017_2018,6,Betis,Levante,4-0
2017_2018,6,Espanyol,Deportivo,4-1
2017_2018,6,R. Sociedad,Valencia,2-3
2017_2018,6,Alavés,R. Madrid,1-2
2017_2018,6,Málaga,Athletic,3-3
2017_2018,6,Las Palmas,Leganés,0-2
2017_2018,6,Eibar,Celta,0-4
2017_2018,6,Getafe,Villarreal,4-0
2017_2018,6,Girona,Barcelona,0-3
2017_2018,7,Barcelona,Las Palmas,3-0
2017_2018,7,Celta,Girona,3-3
2017_2018,7,Deportivo,Getafe,2-1
2017_2018,7,R. Madrid,Espanyol,2-0
2017_2018,7,R. Sociedad,Betis,4-4
2017_2018,7,Valencia,Athletic,3-2
2017_2018,7,Villarreal,Eibar,3-0
2017_2018,7,Sevilla,Málaga,2-0
2017_2018,7,Leganés,Atlético,0-0
2017_2018,7,Levante,Alavés,0-2
2017_2018,8,Athletic,Sevilla,1-0
2017_2018,8,Atlético,Barcelona,1-1
2017_2018,8,Betis,Valencia,3-6
2017_2018,8,Espanyol,Levante,0-0
2017_2018,8,Alavés,R. Sociedad,0-2
2017_2018,8,Málaga,Leganés,0-2
2017_2018,8,Las Palmas,Celta,2-5
2017_2018,8,Eibar,Deportivo,0-0
2017_2018,8,Getafe,R. Madrid,1-2
2017_2018,8,Girona,Villarreal,1-2
2017_2018,9,Barcelona,Málaga,2-0
2017_2018,9,Betis,Alavés,2-0
2017_2018,9,Celta,Atlético,0-1
2017_2018,9,Deportivo,Girona,1-2
2017_2018,9,R. Madrid,Eibar,3-0
2017_2018,9,R. Sociedad,Espanyol,1-1
2017_2018,9,Valencia,Sevilla,4-0
2017_2018,9,Villarreal,Las Palmas,4-0
2017_2018,9,Leganés,Athletic,1-0
2017_2018,9,Levante,Getafe,1-1
2017_2018,10,Athletic,Barcelona,0-2
2017_2018,10,Atlético,Villarreal,1-1
2017_2018,10,Espanyol,Betis,1-0
2017_2018,10,Alavés,Valencia,1-2
2017_2018,10,Málaga,Celta,2-1
2017_2018,10,Sevilla,Leganés,2-1
2017_2018,10,Las Palmas,Deportivo,1-3
2017_2018,10,Eibar,Levante,2-2
2017_2018,10,Getafe,R. Sociedad,2-1
2017_2018,10,Girona,R. Madrid,2-1
2017_2018,11,Barcelona,Sevilla,2-1
2017_2018,11,Betis,Getafe,2-2
2017_2018,11,Celta,Athletic,3-1
2017_2018,11,Deportivo,Atlético,0-1
2017_2018,11,R. Madrid,Las Palmas,3-0
2017_2018,11,R. Sociedad,Eibar,3-1
2017_2018,11,Valencia,Leganés,3-0
2017_2018,11,Villarreal,Málaga,2-0
2017_2018,11,Alavés,Espanyol,1-0
2017_2018,11,Levante,Girona,1-2
2017_2018,12,Athletic,Villarreal,1-1
2017_2018,12,Atlético,R. Madrid,0-0
2017_2018,12,Espanyol,Valencia,0-2
2017_2018,12,Málaga,Deportivo,3-2
2017_2018,12,Sevilla,Celta,2-1
2017_2018,12,Las Palmas,Levante,0-2
2017_2018,12,Eibar,Betis,5-0
2017_2018,12,Getafe,Alavés,4-1
2017_2018,12,Leganés,Barcelona,0-3
2017_2018,12,Girona,R. Sociedad,1-1
2017_2018,13,Betis,Girona,2-2
2017_2018,13,Celta,Leganés,1-0
2017_2018,13,Deportivo,Athletic,2-2
2017_2018,13,Espanyol,Getafe,1-0
2017_2018,13,R. Madrid,Málaga,3-2
2017_2018,13,R. Sociedad,Las Palmas,2-2
2017_2018,13,Valencia,Barcelona,1-1
2017_2018,13,Villarreal,Sevilla,2-3
2017_2018,13,Alavés,Eibar,1-2
2017_2018,13,Levante,Atlético,0-5
2017_2018,14,Athletic,R. Madrid,0-0
2017_2018,14,Atlético,R. Sociedad,2-1
2017_2018,14,Barcelona,Celta,2-2
2017_2018,14,Málaga,Levante,0-0
2017_2018,14,Sevilla,Deportivo,2-0
2017_2018,14,Las Palmas,Betis,1-0
2017_2018,14,Eibar,Espanyol,3-1
2017_2018,14,Getafe,Valencia,1-0
2017_2018,14,Leganés,Villarreal,3-1
2017_2018,14,Girona,Alavés,2-3
2017_2018,15,Betis,Atlético,0-1
2017_2018,15,Deportivo,Leganés,1-0
2017_2018,15,Espanyol,Girona,0-1
2017_2018,15,R. Madrid,Sevilla,5-0
2017_2018,15,R. Sociedad,Málaga,0-2
2017_2018,15,Valencia,Celta,2-1
2017_2018,15,Villarreal,Barcelona,0-2
2017_2018,15,Alavés,Las Palmas,2-0
2017_2018,15,Getafe,Eibar,0-0
2017_2018,15,Levante,Athletic,1-2
2017_2018,16,Athletic,R. Sociedad,0-0
2017_2018,16,Atlético,Alavés,1-0
2017_2018,16,Barcelona,Deportivo,4-0
2017_2018,16,Celta,Villarreal,0-1
2017_2018,16,Málaga,Betis,0-2
2017_2018,16,Sevilla,Levante,0-0
2017_2018,16,Las Palmas,Espanyol,2-2
2017_2018,16,Eibar,Valencia,2-1
2017_2018,16,Leganés,R. Madrid,1-3
2017_2018,16,Girona,Getafe,1-0
2017_2018,17,Betis,Athletic,0-2
2017_2018,17,Deportivo,Celta,1-3
2017_2018,17,Espanyol,Atlético,1-0
2017_2018,17,R. Madrid,Barcelona,0-3
2017_2018,17,R. Sociedad,Sevilla,3-1
2017_2018,17,Valencia,Villarreal,0-1
2017_2018,17,Alavés,Málaga,1-0
2017_2018,17,Eibar,Girona,4-1
2017_2018,17,Getafe,Las Palmas,2-0
2017_2018,17,Levante,Leganés,0-0
2017_2018,18,Athletic,Alavés,2-0
2017_2018,18,Atlético,Getafe,2-0
2017_2018,18,Barcelona,Levante,3-0
2017_2018,18,Celta,R. Madrid,2-2
2017_2018,18,Valencia,Girona,2-1
2017_2018,18,Villarreal,Deportivo,1-1
2017_2018,18,Málaga,Espanyol,0-1
2017_2018,18,Sevilla,Betis,3-5
2017_2018,18,Las Palmas,Eibar,1-2
2017_2018,18,Leganés,R. Sociedad,1-0
2017_2018,19,Betis,Leganés,3-2
2017_2018,19,Deportivo,Valencia,1-2
2017_2018,19,Espanyol,Athletic,1-1
2017_2018,19,R. Madrid,Villarreal,0-1
2017_2018,19,R. Sociedad,Barcelona,2-4
2017_2018,19,Alavés,Sevilla,1-0
2017_2018,19,Eibar,Atlético,0-1
2017_2018,19,Getafe,Málaga,1-0
2017_2018,19,Levante,Celta,0-1
2017_2018,19,Girona,Las Palmas,6-0
2017_2018,20,Atlético,Girona,1-1
2017_2018,20,Betis,Barcelona,0-5
2017_2018,20,Espanyol,Sevilla,0-3
2017_2018,20,R. Madrid,Deportivo,7-1
2017_2018,20,R. Sociedad,Celta,1-2
2017_2018,20,Villarreal,Levante,2-1
2017_2018,20,Alavés,Leganés,2-2
2017_2018,20,Las Palmas,Valencia,2-1
2017_2018,20,Eibar,Málaga,1-1
2017_2018,20,Getafe,Athletic,2-2
2017_2018,21,Athletic,Eibar,1-1
2017_2018,21,Atlético,Las Palmas,3-0
2017_2018,21,Barcelona,Alavés,2-1
2017_2018,21,Celta,Betis,3-2
2017_2018,21,Deportivo,Levante,2-2
2017_2018,21,Valencia,R. Madrid,1-4
2017_2018,21,Villarreal,R. Sociedad,4-2
2017_2018,21,Málaga,Girona,0-0
2017_2018,21,Sevilla,Getafe,1-1
2017_2018,21,Leganés,Espanyol,3-2
2017_2018,22,Atlético,Valencia,1-0
2017_2018,22,Betis,Villarreal,2-1
2017_2018,22,Espanyol,Barcelona,1-1
2017_2018,22,R. Sociedad,Deportivo,5-0
2017_2018,22,Alavés,Celta,2-1
2017_2018,22,Las Palmas,Málaga,1-0
2017_2018,22,Eibar,Sevilla,5-1
2017_2018,22,Getafe,Leganés,0-0
2017_2018,22,Levante,R. Madrid,2-2
2017_2018,22,Girona,Athletic,2-0
2017_2018,23,Athletic,Las Palmas,0-0
2017_2018,23,Barcelona,Getafe,0-0
2017_2018,23,Celta,Espanyol,2-2
2017_2018,23,Deportivo,Betis,0-1
2017_2018,23,R. Madrid,R. Sociedad,5-2
2017_2018,23,Valencia,Levante,3-1
2017_2018,23,Villarreal,Alavés,1-2
2017_2018,23,Málaga,Atlético,0-1
2017_2018,23,Sevilla,Girona,1-0
2017_2018,23,Leganés,Eibar,0-1
2017_2018,24,Atlético,Athletic,2-0
2017_2018,24,Betis,R. Madrid,3-5
2017_2018,24,Espanyol,Villarreal,1-1
2017_2018,24,R. Sociedad,Levante,3-0
2017_2018,24,Alavés,Deportivo,1-0
2017_2018,24,Málaga,Valencia,1-2
2017_2018,24,Las Palmas,Sevilla,1-2
2017_2018,24,Eibar,Barcelona,0-2
2017_2018,24,Getafe,Celta,3-0
2017_2018,24,Girona,Leganés,3-0
2017_2018,25,Athletic,Málaga,2-1
2017_2018,25,Barcelona,Girona,6-1
2017_2018,25,Celta,Eibar,2-0
2017_2018,25,Deportivo,Espanyol,0-0
2017_2018,25,R. Madrid,Alavés,4-0
2017_2018,25,Valencia,R. Sociedad,2-1
2017_2018,25,Villarreal,Getafe,1-0
2017_2018,25,Sevilla,Atlético,2-5
2017_2018,25,Leganés,Las Palmas,0-0
2017_2018,25,Levante,Betis,0-2
2017_2018,26,Athletic,Valencia,1-1
2017_2018,26,Atlético,Leganés,4-0
2017_2018,26,Betis,R. Sociedad,0-0
2017_2018,26,Espanyol,R. Madrid,1-0
2017_2018,26,Alavés,Levante,1-0
2017_2018,26,Málaga,Sevilla,0-1
2017_2018,26,Las Palmas,Barcelona,1-1
2017_2018,26,Eibar,Villarreal,1-0
2017_2018,26,Getafe,Deportivo,3-0
2017_2018,26,Girona,Celta,1-0
2017_2018,27,Barcelona,Atlético,1-0
2017_2018,27,Celta,Las Palmas,2-1
2017_2018,27,Deportivo,Eibar,1-1
2017_2018,27,R. Madrid,Getafe,3-1
2017_2018,27,R. Sociedad,Alavés,2-1
2017_2018,27,Valencia,Betis,2-0
2017_2018,27,Villarreal,Girona,0-2
2017_2018,27,Sevilla,Athletic,2-0
2017_2018,27,Leganés,Málaga,2-0
2017_2018,27,Levante,Espanyol,1-1
2017_2018,28,Athletic,Leganés,2-0
2017_2018,28,Atlético,Celta,3-0
2017_2018,28,Espanyol,R. Sociedad,2-1
2017_2018,28,Alavés,Betis,1-3
2017_2018,28,Málaga,Barcelona,0-2
2017_2018,28,Sevilla,Valencia,0-2
2017_2018,28,Las Palmas,Villarreal,0-2
2017_2018,28,Eibar,R. Madrid,1-2
2017_2018,28,Getafe,Levante,0-1
2017_2018,28,Girona,Deportivo,2-0
2017_2018,29,Barcelona,Athletic,2-0
2017_2018,29,Betis,Espanyol,3-0
2017_2018,29,Celta,Málaga,0-0
2017_2018,29,Deportivo,Las Palmas,1-1
2017_2018,29,R. Madrid,Girona,6-3
2017_2018,29,R. Sociedad,Getafe,1-2
2017_2018,29,Valencia,Alavés,3-1
2017_2018,29,Villarreal,Atlético,2-1
2017_2018,29,Leganés,Sevilla,2-1
2017_2018,29,Levante,Eibar,2-1
2017_2018,30,Athletic,Celta,1-1
2017_2018,30,Atlético,Deportivo,1-0
2017_2018,30,Espanyol,Alavés,0-0
2017_2018,30,Málaga,Villarreal,1-0
2017_2018,30,Sevilla,Barcelona,2-2
2017_2018,30,Las Palmas,R. Madrid,0-3
2017_2018,30,Eibar,R. Sociedad,0-0
2017_2018,30,Getafe,Betis,0-1
2017_2018,30,Leganés,Valencia,0-1
2017_2018,30,Girona,Levante,1-1
2017_2018,31,Barcelona,Leganés,3-1
2017_2018,31,Betis,Eibar,2-0
2017_2018,31,Celta,Sevilla,4-0
2017_2018,31,Deportivo,Málaga,3-2
2017_2018,31,R. Madrid,Atlético,1-1
2017_2018,31,R. Sociedad,Girona,5-0
2017_2018,31,Valencia,Espanyol,1-0
2017_2018,31,Villarreal,Athletic,1-3
2017_2018,31,Alavés,Getafe,2-0
2017_2018,31,Levante,Las Palmas,2-1
2017_2018,32,Athletic,Deportivo,2-3
2017_2018,32,Atlético,Levante,3-0
2017_2018,32,Barcelona,Valencia,2-1
2017_2018,32,Málaga,R. Madrid,1-2
2017_2018,32,Sevilla,Villarreal,2-2
2017_2018,32,Las Palmas,R. Sociedad,0-1
2017_2018,32,Eibar,Alavés,0-1
2017_2018,32,Getafe,Espanyol,1-0
2017_2018,32,Leganés,Celta,1-0
2017_2018,32,Girona,Betis,0-1
2017_2018,33,Betis,Las Palmas,1-0
2017_2018,33,Celta,Barcelona,2-2
2017_2018,33,Deportivo,Sevilla,0-0
2017_2018,33,Espanyol,Eibar,0-1
2017_2018,33,R. Madrid,Athletic,1-1
2017_2018,33,R. Sociedad,Atlético,3-0
2017_2018,33,Valencia,Getafe,1-2
2017_2018,33,Villarreal,Leganés,2-1
2017_2018,33,Alavés,Girona,1-2
2017_2018,33,Levante,Málaga,1-0
2017_2018,34,Athletic,Levante,1-3
2017_2018,34,Atlético,Betis,0-0
2017_2018,34,Barcelona,Villarreal,5-1
2017_2018,34,Celta,Valencia,1-1
2017_2018,34,Málaga,R. Sociedad,2-0
2017_2018,34,Sevilla,R. Madrid,3-2
2017_2018,34,Las Palmas,Alavés,0-4
2017_2018,34,Eibar,Getafe,0-1
2017_2018,34,Leganés,Deportivo,0-0
2017_2018,34,Girona,Espanyol,0-2
2017_2018,35,Betis,Málaga,2-1
2017_2018,35,Deportivo,Barcelona,2-4
2017_2018,35,Espanyol,Las Palmas,1-1
2017_2018,35,R. Madrid,Leganés,2-1
2017_2018,35,R. Sociedad,Athletic,3-1
2017_2018,35,Valencia,Eibar,0-0
2017_2018,35,Villarreal,Celta,4-1
2017_2018,35,Alavés,Atlético,0-1
2017_2018,35,Getafe,Girona,1-1
2017_2018,35,Levante,Sevilla,2-1
2017_2018,36,Athletic,Betis,2-0
2017_2018,36,Atlético,Espanyol,0-2
2017_2018,36,Barcelona,R. Madrid,2-2
2017_2018,36,Celta,Deportivo,1-1
2017_2018,36,Villarreal,Valencia,1-0
2017_2018,36,Málaga,Alavés,0-3
2017_2018,36,Sevilla,R. Sociedad,1-0
2017_2018,36,Las Palmas,Getafe,0-1
2017_2018,36,Leganés,Levante,0-3
2017_2018,36,Girona,Eibar,1-4
2017_2018,37,Betis,Sevilla,2-2
2017_2018,37,Deportivo,Villarreal,2-4
2017_2018,37,Espanyol,Málaga,4-1
2017_2018,37,R. Madrid,Celta,6-0
2017_2018,37,R. Sociedad,Leganés,3-2
2017_2018,37,Alavés,Athletic,3-1
2017_2018,37,Eibar,Las Palmas,1-0
2017_2018,37,Getafe,Atlético,0-1
2017_2018,37,Levante,Barcelona,5-4
2017_2018,37,Girona,Valencia,0-1
2017_2018,38,Athletic,Espanyol,0-1
2017_2018,38,Atlético,Eibar,2-2
2017_2018,38,Barcelona,R. Sociedad,1-0
2017_2018,38,Celta,Levante,4-2
2017_2018,38,Valencia,Deportivo,2-1
2017_2018,38,Villarreal,R. Madrid,2-2
2017_2018,38,Málaga,Getafe,0-1
2017_2018,38,Sevilla,Alavés,1-0
2017_2018,38,Las Palmas,Girona,1-2
2017_2018,38,Leganés,Betis,3-2
2018_2019,1,Athletic,Leganés,2-1
2018_2019,1,Barcelona,Alavés,3-0
2018_2019,1,Betis,Levante,0-3
2018_2019,1,Celta,Espanyol,1-1
2018_2019,1,R. Madrid,Getafe,2-0
2018_2019,1,Valencia,Atlético,1-1
2018_2019,1,Villarreal,R. Sociedad,1-2
2018_2019,1,Rayo,Sevilla,1-4
2018_2019,1,Eibar,Huesca,1-2
2018_2019,1,Girona,Valladolid,0-0
2018_2019,2,Athletic,Huesca,2-2
2018_2019,2,Atlético,Rayo,1-0
2018_2019,2,Espanyol,Valencia,2-0
2018_2019,2,Valladolid,Barcelona,0-1
2018_2019,2,Alavés,Betis,0-0
2018_2019,2,Sevilla,Villarreal,0-0
2018_2019,2,Getafe,Eibar,2-0
2018_2019,2,Leganés,R. Sociedad,2-2
2018_2019,2,Levante,Celta,1-2
2018_2019,2,Girona,R. Madrid,1-4
2018_2019,3,Barcelona,Huesca,8-2
2018_2019,3,Betis,Sevilla,1-0
2018_2019,3,Celta,Atlético,2-0
2018_2019,3,R. Madrid,Leganés,4-1
2018_2019,3,Villarreal,Girona,0-1
2018_2019,3,Alavés,Espanyol,2-1
2018_2019,3,Rayo,Athletic,1-1
2018_2019,3,Eibar,R. Sociedad,2-1
2018_2019,3,Getafe,Valladolid,0-0
2018_2019,3,Levante,Valencia,2-2
2018_2019,4,Athletic,R. Madrid,1-1
2018_2019,4,Atlético,Eibar,1-1
2018_2019,4,Espanyol,Levante,1-0
2018_2019,4,R. Sociedad,Barcelona,1-2
2018_2019,4,Valencia,Betis,0-0
2018_2019,4,Valladolid,Alavés,0-1
2018_2019,4,Sevilla,Getafe,0-2
2018_2019,4,Leganés,Villarreal,0-1
2018_2019,4,Huesca,Rayo,0-1
2018_2019,4,Girona,Celta,3-2
2018_2019,5,Barcelona,Girona,2-2
2018_2019,5,Betis,Athletic,2-2
2018_2019,5,Celta,Valladolid,3-3
2018_2019,5,R. Madrid,Espanyol,1-0
2018_2019,5,Villarreal,Valencia,0-0
2018_2019,5,Rayo,Alavés,1-5
2018_2019,5,Eibar,Leganés,1-0
2018_2019,5,Getafe,Atlético,0-2
2018_2019,5,Levante,Sevilla,2-6
2018_2019,5,Huesca,R. Sociedad,0-1
2018_2019,6,Athletic,Villarreal,0-3
2018_2019,6,Atlético,Huesca,3-0
2018_2019,6,Espanyol,Eibar,1-0
2018_2019,6,R. Sociedad,Rayo,2-2
2018_2019,6,Valencia,Celta,1-1
2018_2019,6,Valladolid,Levante,2-1
2018_2019,6,Alavés,Getafe,1-1
2018_2019,6,Sevilla,R. Madrid,3-0
2018_2019,6,Leganés,Barcelona,2-1
2018_2019,6,Girona,Betis,0-1
2018_2019,7,Barcelona,Athletic,1-1
2018_2019,7,Betis,Leganés,1-0
2018_2019,7,Celta,Getafe,1-1
2018_2019,7,R. Madrid,Atlético,0-0
2018_2019,7,R. Sociedad,Valencia,0-1
2018_2019,7,Villarreal,Valladolid,0-1
2018_2019,7,Rayo,Espanyol,2-2
2018_2019,7,Eibar,Sevilla,1-3
2018_2019,7,Levante,Alavés,2-1
2018_2019,7,Huesca,Girona,1-1
2018_2019,8,Athletic,R. Sociedad,1-3
2018_2019,8,Atlético,Betis,1-0
2018_2019,8,Espanyol,Villarreal,3-1
2018_2019,8,Valencia,Barcelona,1-1
2018_2019,8,Valladolid,Huesca,1-0
2018_2019,8,Alavés,R. Madrid,1-0
2018_2019,8,Sevilla,Celta,2-1
2018_2019,8,Getafe,Levante,0-1
2018_2019,8,Leganés,Rayo,1-0
2018_2019,8,Girona,Eibar,2-3
2018_2019,9,Barcelona,Sevilla,4-2
2018_2019,9,Betis,Valladolid,0-1
2018_2019,9,Celta,Alavés,0-1
2018_2019,9,R. Madrid,Levante,1-2
2018_2019,9,R. Sociedad,Girona,0-0
2018_2019,9,Valencia,Leganés,1-1
2018_2019,9,Villarreal,Atlético,1-1
2018_2019,9,Rayo,Getafe,1-2
2018_2019,9,Eibar,Athletic,1-1
2018_2019,9,Huesca,Espanyol,0-2
